desc_id;episode;split;desc;wymaga_obiektu;wymaga_scenerii;wymaga_ruchu;complexity
776890498417;E8EhsfkqT0c_000092_000102;test;A girl sits on a bed holding a shoe as she ties the laces.;;;;
549117841156;E8_pIIAr90c_000000_000010;test;At a gym, a man gets on a curved treadmill and begins running very quickly.;;;;
474199750134;ECnjxQOVXXk_000001_000011;test;A woman is being spotted by a large man and lifts a large amount of weight.;;;;
716388015935;EEIAOp5gq2A_000001_000011;test;A boy is bent over blowing smoke onto a chess board.;;;;
182271608746;EFiV66yJqpM_000205_000215;test;Someone is massaging and stretching someone's leg on a table.;;;;
602191419517;EGAcQl57wNg_000000_000010;test;Music plays while someone is peeling a pineapple on a table.;;;;
644562917764;EGQxtiReVnE_000014_000024;test;A young boy is riding a skateboard down a narrow two-lane road.;;;;
587826759590;EJLELzXZ2iY_000125_000135;test;A man is speaking into  a microphone at a podium with a man and woman seated behind him.;;;;
391889929769;ENorOsdty00_000347_000357;test;A person holds a large rock over a piece of fabric set over their knee.;;;;
402474515250;EP91m3H18FI_000014_000024;test;A young child helps a woman wash plates taken out of a sink.;;;;
429645873230;EPTwkPkjpwU_000087_000097;test;A garbage truck dumps a dumpster out while a man stands behind watching.;;;;
910095846181;EQJKr4DxwCk_000091_000101;test;An individual is lining up pencils and sharpening them until they have a fine point.;;;;
441097471732;EU5g-Pi0a24_000153_000163;test;A young woman with braces puts a contact in her eye, giving a close up.;;;;
358956240968;EUTQVMbplQY_000063_000073;test;This news report is doing some type of investigation about gas pumps.;;;;
237720728541;EVA1YIq3pvI_000020_000030;test;A person trying to climb and run up a mountain while falling down;;;;
201344291296;EZX06L1OsQU_000016_000026;test;A man standing on a balcony is holding and strikes a gong.;;;;
653638393607;EazcVcrMfok_000003_000013;test;In sped up motion, a woman and two children are decorating a Christmas tree in a home.;;;;
45899845160;Edr1wOLgUgI_000016_000026;test;Young kids and parents play a game with laser guns while in their yard.;;;;
211300660653;Ef40vujKnaU_000008_000018;test;Music is playing as a little boy pushes a vacuum back and forth.;;;;
130603615159;EiZvgwrHCMk_000000_000010;test;A women performs a cartwheel while walking through a water spout park.;;;;
483613994522;Eicloge6jFM_000012_000022;test;A bowl of gravel and grit is lowered into a bucket of water;;;;
550349657393;EiiYCgssDfQ_000030_000040;test;A group of teens shave each other's heads in a gym.;;;;
511471912303;EkT5y-2ie94_000238_000248;test;A man with an apron cutting wood that rotates in a machine.;;;;
752944488813;Eks62nEKfH8_000066_000076;test;A woman is getting her tongue pierced as the surgeon lifts the tongue with forceps and the woman looks on in discomfort.;;;;
273416181273;ElSBz64AIsE_000003_000013;test;A little boy is playing hopscotch on the sidewalk in front of the house.;;;;
729827493318;EmYMKuJ13J8_000003_000013;test;A person play a music with the help of some electronic device;;;;
432815200810;EtZA_L8iH8Y_000279_000289;test;a person pulls on a rope that is next to them;;;;
62001629904;EzVsl4ZXUl8_000146_000156;test;Two men in a boxing ring spar while wearing headgear;;;;
273228192840;F-JXEPnSvSI_000138_000148;test;Two guys are dancing while people are holding their phones up.;;;;
724139705207;F29GqCDFic8_000711_000721;test;A man in a red shirt is spreading wood glue on a something he is building, then places a large piece of wood where he spread the glue.;;;;
635465692598;F2AomQQRAqs_000047_000057;test;Two people parachuting are flying over a large lake together.;;;;
550106049613;F5JTPUwBDw4_000405_000415;test;A man is riding a horse and backs up the horse and turns the horse around.;;;;
661655785735;F6M8pFiD19E_000269_000279;test;Three people dressed in white costumes perform acrobatic tricks.;;;;
845567578456;F6ZLuarySKo_000136_000146;test;A man roasting peeps over an open flame while talking to another man.;;;;
278082820425;F7ewIlL2Ma4_000005_000015;test;A man is inside a living room and doing some work using some tools.;;;;
296733256963;FASqToLwytk_000129_000139;test;An older man rearranges the branches of shrubbery as a voice and birds are heard.;;;;
293528339137;FBGJAvbwKf0_000047_000057;test;A man spraying water into a flaming wheelbarrow, effectively distinguishing the fire.;;;;
789383664667;FCZQSGXsvw4_000091_000101;test;A man is using some heavy duty factory machinery as he slides out a panel which is wedged inside and commentates.;;;;
11722652592;FConSEQ-fdQ_000013_000023;test;Someone does a high pole jump in a competition on the field.;;;;
288683625020;FEJFDsPci1o_000135_000145;test;A man rides a water ski right behind a motor boat as people talk and he laughs.;;;;
562824261104;FFena_nFBjc_000008_000018;test;A man applies a cleaner to a sponge and uses it to start cleaning a pool.;;;;
892568343967;FHxv5n5CrsA_000000_000010;test;The main is riding around the arena trying to rope the steer.;;;;
700453634597;FJh6IxHTrqw_000031_000041;test;Two people are in a room ,and a the male is telling his dog to sit.;;;;
895067397792;FKjRMG8tnU0_000061_000071;test;Someone walks past and a loud machine hums in the background.;;;;
194495394144;FMKSzVoKUqg_000009_000019;test;A man with his feet on an exercise ball bends his knees and draws the ball closer and returns to his original position.;;;;
244512280083;FMfkibqFapo_000077_000087;test;People ride water vehicles on a body of water, and another person stands on the shore of the water.;;;;
834648102263;FTOgHjhqlhU_000054_000064;test;Men in various costumes are being cheered on as they drink water, and one of them stands up on the table in victory.;;;;
319820648315;FTxa5j8T03k_000009_000019;test;A little girl with a band aid on her forehead blows out her birthday candles as people sing to her.;;;;
237247833177;F_WeSA5gy2Q_000041_000051;test;Polo players were sitting on their horses with their  club while roaming on the dirt;;;;
533694489154;F_Wso9Xapqw_000220_000230;test;A little boy and an adult proceed to unwrap a gift.;;;;
659472576243;FcbL8yPAzZo_000155_000165;test;A woman showing how to clean a piece of glass in a decorative wooden frame.;;;;
516458886365;FcrKaBX8WG8_000030_000040;test;In a living room, a young girl is unwrapping a present.;;;;
972491403754;FiIPtpzJ6hY_000037_000047;test;A person is inside and trying to ride a fake bull back and forth.;;;;
441793701757;FinRO8rSgAY_000000_000010;test;A guy is doing an exercise with his legs and arms.;;;;
984320087744;FsrD9In_oBM_000002_000012;test;Man walks to doorway, looks at girl, girl runs, does twisting flip and back flip.;;;;
824453137403;Fux8UQlirtk_000214_000224;test;Someone uses a sewing machine with white thread to stitch two pieces of fabric together.;;;;
192709866658;FxzBN629MGw_000003_000013;test;A boy stands in front of an open sandwich and matches jars of ingredients to spreads on breads.;;;;
415403574424;FzhvYfqduCU_000009_000019;test;Young boy and young girl playing with a fidget spinner in the backseat of a car.;;;;
418615674050;G-L0hmjWScI_000000_000010;test;A woman shows how to knit a six stitch right cross.;;;;
963691572307;G4DepGkcNL8_000003_000013;test;A little girl is pushing another girl in a push car.;;;;
63885366700;G80xZq-1Uvg_000005_000015;test;a man in an apron looks at the camera and talks to it while others work behind him;;;;
655289734917;G88xmYArd8o_000001_000011;test;A man with skies on goes down a ramp and into the air and a parachute opens up since there is no snow.;;;;
992648369595;G91ngyXp6S0_000010_000020;test;A person in a street market is using various dyes to dye pieces of fabric different colors.;;;;
520496664398;G9zN5TTuGO4_000179_000189;test;a man repelling down a side of a mountain covered in snow;;;;
848865713644;GCtPDRrBBc0_000000_000010;test;A man at the counter in a hardware store is showing off a tool.;;;;
10672428460;GFDeZ1M-j2E_000001_000011;test;A woman lick another woman and then drinks a shot of alcohol;;;;
642745324140;GJmfSgkvH7o_000019_000029;test;A woman carefully adjusts a bow tie collar on her shirt.;;;;
533154881389;GMPCgz48NOc_000022_000032;test;A person demonstrates proper swimming technique as a man narrates.;;;;
565924105538;GMS4Wh88nZI_000064_000074;test;Large groups of people in traditional costume are milling around on a bright sunny day as some sing, and some row.;;;;
593047756660;GNUDkrXspaQ_000069_000079;test;Two young boys dance to the music and one mouths the words with his mouth.;;;;
17332401371;GOILXkwvgpg_000000_000010;test;In a gym a man is doing some stretches with his whole body;;;;
375429396708;GRWpczd858Q_000203_000213;test;A close up of a chef in the kitchen explaining his technique.;;;;
835538375788;GTr3wXCclpM_000040_000050;test;a man dancing in the center of a crowd overlooking him;;;;
262826455877;GWOHr1RViOo_000441_000451;test;A GIRL IS CLEANING A RAZOR BY RUNNING IT ON TOILET PAPER;;;;
320723496131;GXO1eYu4kr8_000000_000010;test;a man sitting on a gym floor throwing a black ball;;;;
991922034276;GYwQ5dGKznY_000037_000047;test;Various people are doing very difficult tricks balancing on a slack line.;;;;
947435237531;GfMigQqZADw_000037_000047;test;Lots of people are on the ocean on a sunny day kite boarding and kite sailing.;;;;
217071405453;GhhjqW9vBZk_000322_000332;test;A man holds the top of a woman's head, and pulls his hand through her hair as he massages her scalp.;;;;
268363313369;Gie7oyrZH90_000000_000010;test;A woman grabs a person's foot and starts talking to the camera.;;;;
591620157464;GkdE5FD-cSI_000004_000014;test;A boy throws a football as hard as he can at his friend.;;;;
431877229234;GkkWbdydkPk_000014_000024;test;A man explains how to make balloon art by twisting a long purple balloon into shapes.;;;;
97453325715;GpI8DSsvwXI_000044_000054;test;A person is on a board and riding on the lake while tied to a jet ski or boat.;;;;
17732775967;GqCUEAigBWw_000012_000022;test;Two people are sledding and sliding down a snowy slope.;;;;
729825902067;GqnNJywvDy4_000053_000063;test;A couple of people force horses to carry them around on their backs.;;;;
980823788673;GuebaLV2o7A_000000_000010;test;A girl blowing bubble gum suddenly has it pop on her mouth and nose.;;;;
920478234418;GyB_uay2KAw_000003_000013;test;A lady is shown instructing a boy on how to use a sewing machine.;;;;
643185580198;GyRaX0VYQDQ_000078_000088;test;Man with guns are shooting out on a tire playing area and one man grabs a red flag and runs.;;;;
77799294866;GzlcYW2YF8o_000011_000021;test;Dominoes are displayed on end in a pattern and then knocked over as they fall in that pattern.;;;;
819735581956;H0_bZL1X1sk_000000_000010;test;A person walks into a kitchen, opens the refrigerator, looks in, and a hand reaches out with a can.;;;;
744220199279;H1rf96-Jm0o_000023_000033;test;A person goes through different gear shifts and turns on the car.;;;;
651598069400;H20kn210Ge4_000030_000040;test;A Policeman outside directing traffic on a busy street in a large city having a great time doing it, even showing off with his actions.;;;;
352618594460;H4yFkDFjPCQ_000027_000037;test;A person is shuffling a deck or cards with one hand.;;;;
633839151948;H5KcYdDzf9c_000176_000186;test;An auctioneer is working in front of a large crowd seated at tables.;;;;
471854792885;H6br3lzeFSA_000002_000012;test;A baby, holding a hot dog, and sitting in a highchair, is laughing, and then a male sounding voice laughs at the end.;;;;
685579824947;H8E0a2WVJHw_000010_000020;test;A young man does a long jump before an announcer calls out his result and spectators cheer.;;;;
681500308565;H8WWknTZUmA_000016_000026;test;Outside of building that has wood siding a man is working.;;;;
513432543939;H8rMDUDnqTE_000032_000042;test;a father is brushing his daughter's hair and she is fussing and ready to leave;;;;
428643423401;HAezZ-g5ntY_000123_000133;test;A person works on a piece of pottery spinning on a potter's wheel.;;;;
938220943621;HCKNmc0X0kQ_000001_000011;test;A man is in a gym climbing a ladder using only his arms with his legs stretched outward.;;;;
453681766197;HCvhz5HkpF4_000078_000088;test;A child and two adults are decorating a Christmas tree while music plays in the background.;;;;
415069071925;HFHdSUu1iJ4_000066_000076;test;Two people fighting in a snowy forest with small knives and then one kills the other by slicing their neck.;;;;
422628659204;HHVzBgnHyLA_000009_000019;test;A young man does the long jump at a track and field event.;;;;
467665629856;HM4tiCR6BGA_000003_000013;test;A man is on one knee proposing to a woman, puts a ring on her finger and jumps for joy when she says yes.;;;;
263881172852;HPzAQ1aZrJA_000120_000130;test;A man is trying to fix the inner lining of a bike tire.;;;;
710028915605;HR_w7PNiW9w_000038_000048;test;A man plays a guitar track while recording music in a studio.;;;;
155560595594;HRbJUauSMSc_000043_000053;test;A man in a workshop swirls a liquid around on material using a paintbrush, cuts another piece of material, then folds the piece of material in half;;;;
696711259533;HSi7Lbwh3Q8_000195_000205;test;A person is knocking over some plastic pieces that is on a table.;;;;
563643785977;HVwoW5681fM_000013_000023;test;People are up in the air parasailing and looking down at the water and land.;;;;
556450580536;He01a0PGo1g_000103_000113;test;Six women, in sailor costumes, are performing a dance routine.;;;;
640794706468;HeEsL9yTiKg_000033_000043;test;A boy stands in a playground swing and falls off as another boy laughs.;;;;
763142557147;HgNYP5WZhQw_000012_000022;test;A boy plays a single note on his saxophone and talks to the camera person.;;;;
178401190903;HgXFcLXtr_A_000005_000015;test;A small boy takes a tumble off of an object while playing at the gym.;;;;
546878827193;Hgo7xkutPno_000059_000069;test;A man who looks like welder is welding the tin box.;;;;
739458137686;HhTQwMgOjL0_000037_000047;test;A person is showing how they open a beer with a screw driver indoors.;;;;
621230715473;Hi_KCJa55sM_000165_000175;test;A woman draws a spider web on the face on a second person.;;;;
63628422985;HncTHpgDDoc_000105_000115;test;A young man gives a tutorial on forming an animal with a balloon.;;;;
573647036015;Hnex85IkEPg_000000_000010;test;One girls pushes another girl in a wheelbarrow but it tips over before long.;;;;
433443329472;HocYzrq68aM_000048_000058;test;The kids in uniform are practicing their dance in the gym.;;;;
816391447445;HpnuCO7skxc_000107_000117;test;A man is conveying a message using only sign language.;;;;
357320372701;Hv1r7rgekCw_000006_000016;test;A woman is playing a bag of pipes as a camera light flashes.;;;;
441341072057;HvnLVSTwOUE_000239_000249;test;A man sits in a room with a heavy curtain behind him, on a laptop.;;;;
568770223250;HxsXFx953aA_000027_000037;test;A young girl is stepping on a ladder while people tell her how to do it.;;;;
515536271714;HyLSN1N5Bdk_000183_000193;test;A woman is sitting, holding a cat in her arms as she runs her fingers over his head and he extends his arms out as if he is pleased.;;;;
102845489841;HyThLeZVMy8_000004_000014;test;A large group of people is seen carving pumpkins together.;;;;
19092272197;HzO-QXUsHb4_000083_000093;test;A group of people in helmets sit in a bobsled on a track.;;;;
279545091066;HzVJ3FqY7qA_000004_000014;test;A man describing how to use a remote control for your dashboard stereo;;;;
438732887652;I1IEygcEgEI_000000_000010;test;A karate student breaks a board with a punch that another person is holding.;;;;
303571613097;I2YlCISB8TY_000036_000046;test;A baby is looking around and spitting and drewling all over.;;;;
811668552888;I2lOecIlqFs_000055_000065;test;A person grooms a horse that is cross tied with a brush.;;;;
147128185866;I44HVnyEKVA_000016_000026;test;A group of bagpipe players are marching down a ball field.;;;;
782053427965;I4y5UwvqaqI_000011_000021;test;A man is dancing outside vigorously while music playing in the background.;;;;
276238229007;I5a1Xurftt8_000047_000057;test;A woman demonstrates the proper way to fold a small white towel.;;;;
799198994114;IB9tRqlvXqc_000016_000026;test;A boy is skateboarding and walking his dog at the same time.;;;;
975506487904;IDgQ4Oy-hrg_000053_000063;test;A person climbs up a rope course obstacle while other people off-camera talk about their taekwondo experience.;;;;
238046702285;IDh_IR5L3yk_000000_000010;test;A person uses several smaller containers to efficiently pack a suitcase while music plays.;;;;
880559443571;IFXyeVwqIoo_000000_000010;test;A young female child uses her asthma inhaler to make sounds while an unseen female speaks in the background.;;;;
421766013410;IH7SR20aCuU_000089_000099;test;A group of people are intently playing poker, we can see their hands projected on the screen.;;;;
25236089314;IJefZYtjVJk_000035_000045;test;A woman is doing a dance performance on a stage.;;;;
147410162964;INE91N7JbFw_000008_000018;test;A kid seated is laughing and rising her eyebrows while a woman is laughing in the background.;;;;
254978574587;IPRhqTiyK_U_000000_000010;test;A person demonstrates how to properly cut a carrot into equal portions;;;;
569884305199;IRlCDEI7R_Q_000157_000167;test;A stainless steel bowl of cut up fruit is twisted in time to music, a hand reaches for a bite of fruit which a face eats and the face's body appears holding the bowl of fruit.;;;;
327150560508;IZmQ1ndVmyc_000004_000014;test;Lots of baby ducks surround a large duck and one rushes towards a man as he throws bread.;;;;
932188027503;IbOMVIJACXs_000024_000034;test;Outside in the woods a large group of men participate in shooting of their weapon;;;;
173004253426;IcLztCtvhb8_000249_000259;test;A glass blower is using a tool to shape the heated glass into a shape.;;;;
213312781417;IdrRBAJVWjU_000110_000120;test;A person is using a strange wrench to turn a nut on an object.;;;;
128567003764;Ie1GRyaFpQc_000045_000055;test;A young man is sitting while he plays a musical instrument and beat on it with a pair of wooden sticks.;;;;
250032051183;IeDin6oB-IY_000003_000013;test;A young child hits a baseball off of a tee and runs to first base while another child runs to home.;;;;
73184998506;IfhxOy2uTeM_000009_000019;test;A kid is eating a snack by using a spoon and is smiling;;;;
776161554004;IgKFqseG-9c_000004_000014;test;People march and dance down the street while wearing colorful costumes.;;;;
13524192317;IhRi7odZ33s_000206_000216;test;A man is changing a car tire while another man is trying to put the old tire in the boot.;;;;
393382602582;IiATZMBx1eY_000032_000042;test;A man is playing a song on a wind instrument.;;;;
642052202498;Ij_3UvY3b8E_000000_000010;test;A man is curling his nose and opening his mouth very wide until he pretends to sneeze.;;;;
346443205115;IjaA8hal1xM_000034_000044;test;A man is yawning and making funny noises, someone is laughing at them.;;;;
42843294587;IkLW2Pox-nA_000000_000010;test;A young kid is shown doing a handstand against a door picking up one hand at a time.;;;;
860156411538;IkxOgDBCdug_000044_000054;test;A girl is trying to use a cork screw to open a bottle of wine and is having a hard time.;;;;
153593349983;Im7rGy0xCaM_000009_000019;test;A line of people on top of a cliff are jumping off one by one.;;;;
672469405617;ImvUwDdtn6Y_000021_000031;test;Close up of the parts of a grinder then footage of chunks of meets being ground up into mince.;;;;
223619715650;Ip0yJAkp7Pw_000119_000129;test;A dance team of women dance in traditional Latin American costumes to traditional music.;;;;
780431469475;IrbMK1MKgQA_000006_000016;test;A small baby eating vegetables as he sits in his chair being filmed by his mom;;;;
12049517842;IrrO4-aFvwg_000001_000011;test;Three women are preparing food on a kitchen counter while music is playing.;;;;
548362609854;Iv0XyMqrnw8_000115_000125;test;A woman is using the skill of embroidery to put a design onto a piece of fabric.;;;;
387638881369;Iz5nOXvBzWM_000009_000019;test;A little boy walks a very small do that takes off running.;;;;
937146136532;J-tsZtbvAxw_000041_000051;test;There is an infant chewing on their hands while being held by another person.;;;;
479761040018;J18Y0dxyENI_000010_000020;test;A person is welding a piece of pipe using a steel tool with flames.;;;;
704067592698;J227D53B8hA_000082_000092;test;A person is using two cans of spray paint to make a painting of space.;;;;
33877996676;J25zE5V3_tw_000048_000058;test;a group of people walking in the forest looking at trees with boxes;;;;
695292131941;J2MNJqVHPX8_000001_000011;test;A boy swims in a pool and a man gives instructions.;;;;
13310755890;J2kisiAZVs4_000000_000010;test;A person is jogging on a dirt trail while another person films them.;;;;
355775438772;J5pgXKJL4wg_000012_000022;test;A small boy is watering plants with water from a hose.;;;;
536187406770;J6GrUalx6Go_000097_000107;test;While a man is talking a woman is running down a set of stairs.;;;;
227854012208;J8ALRffvpoI_000002_000012;test;A young man is trying hard to bend a large piece of metal.;;;;
203968883787;J8bZhQNBjYY_000015_000025;test;Two woman are using hand puppets and are making the puppets talk.;;;;
273852444182;JB1EhW9z4Bg_000002_000012;test;A group of women are in an exercise studio participating in an aerobic exercise class.;;;;
901702392070;JBGTIJbfrPo_000077_000087;test;An announcer speaks as a group of polo players ride their horses down the field.;;;;
725628493373;JB_E1gg9_xE_000000_000010;test;Two young men throw a piece of wood furniture off a deck and it breaks on the ground.;;;;
168384730045;JBmRfj_N6EA_000000_000010;test;A guy is sleeping on the couch and all of a sudden his phone that is by his ear lights up;;;;
339608233026;JCH1E6SwtMM_000092_000102;test;A man is using a stick to put glass into a fire in a machine.;;;;
141088022362;JCVQcNTQS2M_000036_000046;test;A man is riding a very small tractor and then he stops.;;;;
959780708278;JD8rlHvYdhk_000022_000032;test;Someone is participating in a snowmobile jumping contest at a ski resort.;;;;
305381392182;JEp2k627zJQ_000303_000313;test;A group of dogs are pulling a sledge with a person on it, through the snow, in a race.;;;;
960469338425;JFTizydGoks_000109_000119;test;A man holds a small child as she drops fish food down to the koi pond below.;;;;
429363995823;JGluzZgbe2E_000048_000058;test;A man is eating chips  while making a sandwich and someone behind him is teasing him.;;;;
125785464477;JIdIqgo-fUM_000003_000013;test;A boys high school basketball game and one player scores a basket.;;;;
714516072709;JJOkXFxcw34_000167_000177;test;A person is shown ice skating in an ice rink with slow motion.;;;;
286265656549;JLaFmdOjW-I_000023_000033;test;Someone is sitting on a hospital bed, whilst someone else is putting tape on their legs.;;;;
356443415859;JMqqfArdsek_000008_000018;test;A person shows how to wrap a present using tissue paper.;;;;
514769402577;JNY_cXb-hTg_000013_000023;test;Three males are sitting at a table in an open food court eating when an older man walks up behind one of them and is talking.;;;;
614683431053;JQmorvpTnPA_000017_000027;test;Ski jets are operating down a waterway that is lined on both sides by buildings.;;;;
7050998892;JYLv4-E28Mc_000102_000112;test;a baby waking up dress in white and yellow put up both arms.;;;;
485831866572;JYdMmbtYKDQ_000004_000014;test;a girl is practicing putting using a special piece of equipment;;;;
141750705160;JaXi7sD4lxo_000149_000159;test;A worker is sitting on the stairs of a home and is cutting strips of carpet from the stairs in a bid to remove it completely.;;;;
8229778175;JeNGL6M9Bok_000013_000023;test;Workers are excavating a large multiple dig site looking for treasures.;;;;
175718876291;JfHumPks7LI_000054_000064;test;A kid performs a song with a bagpipe instrument while standing up.;;;;
828943305892;JfIz0f8WCNM_000010_000020;test;A baby lying on a towel grabs pieces of newspaper and raises them into the air.;;;;
203104030338;Jiwq0zk18P0_000082_000092;test;Two people are in an arcade playing and one person is walking by.;;;;
801603385217;JjowkR8jO4M_000001_000011;test;A person at a concert is being thrown in the air as they are crowd surfing.;;;;
290348313246;JlVJ2vA9vmU_000022_000032;test;A man attempts to ride a mechanical bull in a bar, while a singing group entertains the patrons.;;;;
850085634962;JlwpQhOj8Wo_000001_000011;test;A girl films another girl jumps on hurdles.;;;;
350013181077;JtS3f6xY9xc_000197_000207;test;A person in a parachute comes over other people and barely misses impact.;;;;
347495170997;K-Nokzt_Zqc_000284_000294;test;A cooking show in which one person dredges meat in flower, then cooks it in a pan;;;;
288579093770;K-r_Tj7uFGw_000007_000017;test;A man wearing gloves does a procedure on the feet of a girl sitting down.;;;;
528934402388;K0WTp63GLK0_000040_000050;test;A man jumps a contraption made of two skis and a bicycle off a steep hill.;;;;
341497194496;K0xgh53GRGg_000007_000017;test;a sail boat has turned over and there are other boats around it;;;;
602376266867;K1EIjRaLAS8_000034_000044;test;A person is standing on a roof blowing leaves off the roof with a leaf blower.;;;;
178445667555;K1KGwB0bjC0_000000_000010;test;A guy is setting in his room playing electric guitar.;;;;
185559661089;K2TDPZ3_N-g_000074_000084;test;a person is using a white piece of paper to make a paper plane;;;;
517620200143;K420tiUw2q8_000000_000010;test;Children take waterballoons from a wagon and have a waterballoon fight;;;;
23323972988;K63iaVijIic_000000_000010;test;The man is doing some hand and arm exercises as he lifts weights.;;;;
388312077434;K6VqY8mcmgg_000004_000014;test;An app is shown, then people talk on their phones in the city, followed by another view of an app.;;;;
276193175542;K8cI7YL8KCI_000104_000114;test;Three men on stage do funny dances for the audience below.;;;;
645834701366;KCSaZGVBHkU_000147_000157;test;A woman is talking and then is sitting down starting to do a yoga position.;;;;
847237862940;KCcgVHh1Uj4_000015_000025;test;A man walks on a tightrope while holding a hoop for balance.;;;;
37861418358;KE9NpeyzfmA_000257_000267;test;Older man with glasses plays a wooden flute in front of a microphone.;;;;
373457753613;KEmXl1GhSr4_000258_000268;test;Man and women pairs are dancing while a man calls out the moves.;;;;
927120438504;KGivCeN6t2w_000095_000105;test;A man puts together the a building utilizing a snap together kit.;;;;
722975420825;KHGbByOzErk_000207_000217;test;Four men and a women are dancing in front of others.;;;;
721601792879;KIHrBhfj2Z0_000004_000014;test;A half of a watermelon is placed in a glass bowl and cut into smaller pieces.;;;;
942499175383;KJp_SpYAvN0_000060_000070;test;In a room, a baby crawls on a checkered tile floor toward a couch.;;;;
267690017233;KK1DHZMNpng_000021_000031;test;A woman is playing the same three notes on a piano with her left hand.;;;;
996357120294;KKAIL49AzPY_000076_000086;test;People are bathing a dog outside with a water hose.;;;;
989981801484;KKFHlgwXljM_000011_000021;test;A woman opens up a box and shows the contents of the box to a young girl.;;;;
829574713526;KKOKdT8yUHA_000000_000010;test;A man pops a large red balloon while others watch and laugh.;;;;
928864570205;KMmuT7xNzWU_000036_000046;test;A man is cutting open an oyster that he has placed on a towel.;;;;
211231634077;KT-D6Y7WbZY_000066_000076;test;A man is working on a building site as he uses a machine to pour wet cement onto a wall.;;;;
19764478807;KUPwOAgtqOo_000004_000014;test;Two people playing tennis on a tennis court use their tennis rackets to volley the ball back and forth.;;;;
685529587244;KVMY7tr62EQ_000174_000184;test;A person was picking berries from a bush outside on a sunny day.;;;;
856950277880;KVZcUAAxNAA_000000_000010;test;Two little girls are holding snow balls and then they throw them on the ground.;;;;
758495747902;KViUY2HPXJI_000004_000014;test;A woman is scuba diving deep in the red sea with someone else.;;;;
224701540825;KX6X-0TVEsI_000015_000025;test;A fisherman wearing a gray hat is reeling in his fishing rod while he stands on the banks of a body of water;;;;
482779084305;KXilJKCpfWI_000016_000026;test;A person is moving a broom outside of a window.;;;;
230593576145;Ka6-D2OixxY_000003_000013;test;A guy standing on a mound and spinning  around for no reason.;;;;
544450778281;Kb9SUz1oITY_000000_000010;test;a person in a room waving their hand back and forth at a camera;;;;
755475306555;Kcz7K-1UVag_000000_000010;test;A man is doing exercises on a large ball at the gym;;;;
324947332939;KhFhdjjH14Y_000117_000127;test;A person moves on water with the aid of the ladder like object being held unto.;;;;
483375442405;Kmecc5UV8n4_000182_000192;test;A woman is demonstrating a hand and foot operated weaving machine with different kinds of twine.;;;;
48713021228;KmvY_uWJj1A_000062_000072;test;A boy was running and jumping on the small wall and jumps on the ground and running;;;;
724446428432;KoaXqJ2A1Gw_000037_000047;test;A girl is showing the cookies a plate and talking about them.;;;;
886475795289;KowpJ7QPIhw_000043_000053;test;A team of boys play soccer and kick a ball between road cones.;;;;
663043187481;KpfEBRa74j0_000028_000038;test;People standing around a fire throwing things in as a girl asks if she should stop recording.;;;;
992299075357;Kpnd15O9aYE_000013_000023;test;A few kids are outside playing in the snow as they lay on sleds but are not moving.;;;;
531636449728;KqDAM8_S0DU_000048_000058;test;A man on a Segway talks to the camera person, then rides away.;;;;
369044074414;Kr3sO1eqVEs_000069_000079;test;A person using a sewing machine to put a hem in a piece of grey material.;;;;
872004668136;KvVRY61JS7A_000023_000033;test;a man is walking his two dogs and little boy who falls down;;;;
533157107106;KwCBcXCqOy8_000074_000084;test;A man shows a family different pieces of the loom machine process.;;;;
171077971327;KxI6pdJ5poc_000008_000018;test;A boy looking at manuals and batman comic books.;;;;
73107987457;Ky49iSd6zDs_000014_000024;test;A man is moving very fastly arranging his garden as a woman sits on the steps and looks on.;;;;
18175667185;L89FX34lmsI_000053_000063;test;Football player runs with ball, is followed by opposing player, throws ball down, is met by teammates and bodyslams them.;;;;
801603691254;L91CNH1RgvI_000002_000012;test;Woman leans forward in bare feet, as she stands on the back of a man lying on the floor.;;;;
754741884889;L9BJsQyrJbo_000089_000099;test;A woman is demonstrating how to do a split stitch for embroidery.;;;;
482479826043;L9LIpKSD3OI_000049_000059;test;Someone bungee jumps off a bridge and hangs out over the water.;;;;
434099894811;L9xSjSgDamc_000000_000010;test;A toddler stands in the living room and kicks a soccer ball.;;;;
684028450960;LAH48I8WTbU_000008_000018;test;A group of individuals are playing a competitive game of dodgeball.;;;;
913659195054;LCGFsUHuyEM_000001_000011;test;A person on a vehicle is sliding across a snowy outdoor environment.;;;;
573402438130;LCdm6pFrmtw_000015_000025;test;A cyclist rides down a hill and up and over another small hill.;;;;
493044330699;LCfiJypzzSg_000011_000021;test;A person is using a small knife to sculpt an object that looks like a set of human teeth;;;;
585431793343;LDun0fTcT4w_000087_000097;test;A man pours oil into an engine then puts the cap on, and closes the trunk.;;;;
319124285833;LEm35D_Eo7w_000616_000626;test;A woman is demonstrating how to work with a piece of fabric.;;;;
439901108028;LFJmAbFVRvs_000303_000313;test;A person is making a salad and adding tomatoes and peppers.;;;;
249825291301;LKLt4dfGMbs_000054_000064;test;A person uses a long pole to touch the roof of a building.;;;;
683474506242;LLGQJhkSyCY_000441_000451;test;A man reviews some information in a notebook and begins to measure a wall of stones in front of him.;;;;
990440313969;LO0HKBkTsFA_000037_000047;test;A woman is brushing her teeth and then rubs her chest.;;;;
784393763696;LOSVSKLw_h8_000001_000011;test;A man is at a gym and he is doing some exercises with dumb bells.;;;;
